,seq_num[ce],MinElevationMeters[ce],MaxElevationMeters[ce],Genus,SpecificEpithet,DecimalLatitude[ce],DecimalLongitude[ce],Scientific Name
461,65505c9c-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Pison,irridipennis,-17.54155,-149.82839,pison irridipennis
462,655b7bfe-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Ornebius,novarae,-17.54155,-149.82839,ornebius novarae
463,65772cbe-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Salina,celebensis,-17.54155,-149.82839,salina celebensis
464,657afb3c-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Miocalles,vagus,-17.54155,-149.82839,miocalles vagus
465,657ec28a-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Echmepteryx,lunulata,-17.54155,-149.82839,echmepteryx lunulata
466,65829680-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Echmepteryx,lunulata,-17.54155,-149.82839,echmepteryx lunulata
467,65867c6e-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Tapinoma,melanocephalum,-17.54155,-149.82839,tapinoma melanocephalum
468,658a4358-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Tetramorium,pacificum,-17.54155,-149.82839,tetramorium pacificum
469,6591d1e0-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Ananca,kanack,-17.54155,-149.82839,ananca kanack
470,8876989c-4f1d-11e0-a8be-001f29e2923c,260.0,260.0,Nylanderia,vaga,-17.54155,-149.82839,nylanderia vaga
471,65996d42-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Piletocera,signiferalis,-17.54155,-149.82839,piletocera signiferalis
472,659d2f40-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Aedes,albopicuts,-17.54155,-149.82839,aedes albopicuts
473,65a88d90-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Tetramorium,pacificum,-17.54155,-149.82839,tetramorium pacificum
474,65b3ee6a-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Nepticulomima,lusiae,-17.54155,-149.82839,nepticulomima lusiae
475,65b7b612-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Echmepteryx,gumpi,-17.54155,-149.82839,echmepteryx gumpi
476,65bb81b6-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Tapinoma,melanocephalum,-17.54155,-149.82839,tapinoma melanocephalum
477,65bf4cb0-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Tapinoma,melanocephalum,-17.54155,-149.82839,tapinoma melanocephalum
478,65c3259c-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Imma,semiclara,-17.54155,-149.82839,imma semiclara
479,65c6ee52-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Tetramorium,pacificum,-17.54155,-149.82839,tetramorium pacificum
480,65cab870-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Echmepteryx,gumpi,-17.54155,-149.82839,echmepteryx gumpi
481,65ce8388-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Aedes,albopicuts,-17.54155,-149.82839,aedes albopicuts
482,65d24f04-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Aedes,albopicuts,-17.54155,-149.82839,aedes albopicuts
483,d2cc4a86-4f1d-11e0-a8be-001f29e2923c,260.0,260.0,Tetramorium,pacificum,-17.54155,-149.82839,tetramorium pacificum
484,65da2da0-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Balta,notulata,-17.54155,-149.82839,balta notulata
485,65e1ca06-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Neocrompus,pallax,-17.54155,-149.82839,neocrompus pallax
486,65e593de-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Balta,notulata,-17.54155,-149.82839,balta notulata
487,65e95dd4-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Ornebius,novarae,-17.54155,-149.82839,ornebius novarae
488,65ed55c4-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Cadra,cautella,-17.54155,-149.82839,cadra cautella
489,65f887b4-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Ornebius,novarae,-17.54155,-149.82839,ornebius novarae
490,66040f08-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Tapinoma,melanocephalum,-17.54155,-149.82839,tapinoma melanocephalum
491,6609ccc2-3bb1-11e0-90ac-001f29e2923c,260.0,260.0,Tetramorium,pacificum,-17.54155,-149.82839,tetramorium pacificum
492,40f665ae-401f-11e0-90ac-001f29e2923c,,50.0,Evania,appendigaster,-17.48306,-149.81028,evania appendigaster
493,4147b1e8-401f-11e0-90ac-001f29e2923c,,50.0,Pachodynerus,nasidens,-17.49153,-149.82967,pachodynerus nasidens
494,41757268-401f-11e0-90ac-001f29e2923c,,50.0,Pachodynerus,nasidens,-17.49153,-149.82967,pachodynerus nasidens
495,423d2ba0-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
496,423fdb98-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
497,42456f54-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
498,424dc0fa-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
499,4251dde8-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
500,425610f2-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
501,425a3092-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
502,425e515e-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
503,42627702-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
504,4266aa98-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
505,426b127c-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
506,42736896-401f-11e0-90ac-001f29e2923c,100.0,200.0,Homalodisca,vitripennis,-16.762,-151.48233,homalodisca vitripennis
507,42ceb688-401f-11e0-90ac-001f29e2923c,,50.0,Kallitaxila,sinica,-17.49028,-149.82639,kallitaxila sinica
508,42f161d8-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.76003,-151.48872,tetramorium bicarinatum
509,42f9ad98-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.76003,-151.48872,tetramorium bicarinatum
510,43021fb4-401f-11e0-90ac-001f29e2923c,,50.0,Kallitaxila,sinica,-17.49028,-149.82639,kallitaxila sinica
511,4306492c-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.76003,-151.48872,tetramorium bicarinatum
512,430a72c2-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.76003,-151.48872,tetramorium bicarinatum
513,431cb6f8-401f-11e0-90ac-001f29e2923c,,50.0,Solenopsis,geminata,-16.83556,-151.35861,solenopsis geminata
514,4320e49e-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.83556,-151.35861,tetramorium bicarinatum
515,43251d34-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.83556,-151.35861,tetramorium bicarinatum
516,432a53a8-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.83556,-151.35861,tetramorium bicarinatum
517,43338e46-401f-11e0-90ac-001f29e2923c,,50.0,Kallitaxila,sinica,-17.49028,-149.82639,kallitaxila sinica
518,434898fe-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.83556,-151.35861,tetramorium bicarinatum
519,434cd0b8-401f-11e0-90ac-001f29e2923c,,50.0,Solenopsis,geminata,-16.83556,-151.35861,solenopsis geminata
520,43551c8c-401f-11e0-90ac-001f29e2923c,,50.0,Paratrechina,longicornis,-16.83556,-151.35861,paratrechina longicornis
521,43619926-401f-11e0-90ac-001f29e2923c,,50.0,Ctenocephalides,felis,-17.49028,-149.82639,ctenocephalides felis
522,4365c0aa-401f-11e0-90ac-001f29e2923c,,50.0,Solenopsis,geminata,-16.83556,-151.35861,solenopsis geminata
523,43943d22-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tetramorium,pacificum,-16.762,-151.48233,tetramorium pacificum
524,43985132-401f-11e0-90ac-001f29e2923c,100.0,200.0,Anoplolepis,gracilipes,-16.762,-151.48233,anoplolepis gracilipes
525,439c807c-401f-11e0-90ac-001f29e2923c,,50.0,Ctenocephalides,felis,-17.49028,-149.82639,ctenocephalides felis
526,43add7a0-401f-11e0-90ac-001f29e2923c,100.0,200.0,Solenopsis,geminata,-16.762,-151.48233,solenopsis geminata
527,43b213ce-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tetramorium,bicarinatum,-16.762,-151.48233,tetramorium bicarinatum
528,43b65eb6-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tetramorium,bicarinatum,-16.762,-151.48233,tetramorium bicarinatum
529,43bad176-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tetramorium,bicarinatum,-16.762,-151.48233,tetramorium bicarinatum
530,43cfa9e8-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tetramorium,bicarinatum,-16.762,-151.48233,tetramorium bicarinatum
531,43d3ecb0-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tetramorium,bicarinatum,-16.762,-151.48233,tetramorium bicarinatum
532,43d829d8-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tetramorium,bicarinatum,-16.762,-151.48233,tetramorium bicarinatum
533,43dccad8-401f-11e0-90ac-001f29e2923c,,50.0,Ctenocephalides,felis,-17.49028,-149.82639,ctenocephalides felis
534,43e14cca-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tapinoma,melanocephalum,-16.762,-151.48233,tapinoma melanocephalum
535,43e59cc6-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tapinoma,melanocephalum,-16.762,-151.48233,tapinoma melanocephalum
536,43eaccc8-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tapinoma,melanocephalum,-16.762,-151.48233,tapinoma melanocephalum
537,43f055ee-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
538,43f495be-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
539,43f8d700-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
540,43fd05be-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
541,44012f72-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
542,440561a0-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
543,4409bc46-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
544,440dec76-401f-11e0-90ac-001f29e2923c,,50.0,Ctenocephalides,felis,-17.49028,-149.82639,ctenocephalides felis
545,441295c8-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
546,4416cbd4-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
547,441b09a6-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
548,446e2212-401f-11e0-90ac-001f29e2923c,,50.0,Tapinoma,melanocephalum,-17.49028,-149.82639,tapinoma melanocephalum
549,44926c9e-401f-11e0-90ac-001f29e2923c,,50.0,Tapinoma,melanocephalum,-17.49028,-149.82639,tapinoma melanocephalum
550,4578fdd0-401f-11e0-90ac-001f29e2923c,,50.0,Acicnemis,variegatus,-17.49028,-149.82639,acicnemis variegatus
551,45bb199a-401f-11e0-90ac-001f29e2923c,,50.0,Evania,appendigaster,-17.49028,-149.82639,evania appendigaster
552,45e10722-401f-11e0-90ac-001f29e2923c,30.0,130.0,Ophiomyia,lantanae,-16.73961,-151.00333,ophiomyia lantanae
553,45fd2c0e-401f-11e0-90ac-001f29e2923c,,50.0,Ornidia,obesa,-17.49028,-149.82639,ornidia obesa
554,462ce78c-401f-11e0-90ac-001f29e2923c,,50.0,Polistes,olivaceus,-17.49028,-149.82639,polistes olivaceus
555,465d2c30-401f-11e0-90ac-001f29e2923c,,50.0,Protaetia,fusca,-17.49028,-149.82639,protaetia fusca
556,4690d152-401f-11e0-90ac-001f29e2923c,,50.0,Teleogryllus,oceanicus,-17.49153,-149.82967,teleogryllus oceanicus
557,46a1818c-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
558,46a5aafa-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
559,46aa8412-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
560,46aebc1c-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
561,46b2f638-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
562,46b72104-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
563,46bb4766-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
564,46c3a906-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
565,46c7cf9a-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
566,46cbfe6c-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
567,46d02b4a-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
568,46d45a3a-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
569,46d893f2-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
570,46dcc01c-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
571,46e0e85e-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
572,46e50fce-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
573,46e94184-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium,pacificum,-17.52778,-149.835,tetramorium pacificum
574,47629ad4-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis,gracilipes,-16.76581,-151.45683,anoplolepis gracilipes
575,476981be-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
576,476e2cc8-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
577,477281f6-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
578,4776be06-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
579,477b02cc-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
580,47836e44-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
581,47879622-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
582,478bbe1e-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
583,478ffa56-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
584,479448f4-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
585,4799f2f4-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
586,479e1ef6-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
587,47be3646-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
588,47c68a26-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.86119,-151.36031,tetramorium bicarinatum
589,ee7509ae-5c57-11de-98cb-001f29e2923c,1160.0,1160.0,Hydrotetrix,aspera,-17.5511,-149.823,hydrotetrix aspera
590,ee750b3e-5c57-11de-98cb-001f29e2923c,1160.0,1160.0,Ornebius,novarae,-17.5511,-149.823,ornebius novarae
591,48180fea-401f-11e0-90ac-001f29e2923c,,50.0,Solenopsis,geminata,-17.49028,-149.82639,solenopsis geminata
592,48a8d48a-401f-11e0-90ac-001f29e2923c,,50.0,Solenopsis,geminata,-17.49028,-149.82639,solenopsis geminata
593,48e78c48-401f-11e0-90ac-001f29e2923c,,50.0,Solenopsis,geminata,-17.49028,-149.82639,solenopsis geminata
594,492900f6-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,bicarinatum,-16.81681,-151.39958,tetramorium bicarinatum
595,492d005c-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,bicarinatum,-16.81681,-151.39958,tetramorium bicarinatum
596,4930c12e-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,bicarinatum,-16.81681,-151.39958,tetramorium bicarinatum
597,4933c0c2-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,bicarinatum,-16.81681,-151.39958,tetramorium bicarinatum
598,49366c78-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,bicarinatum,-16.81681,-151.39958,tetramorium bicarinatum
599,49392850-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,bicarinatum,-16.81681,-151.39958,tetramorium bicarinatum
600,493bc844-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,bicarinatum,-16.81681,-151.39958,tetramorium bicarinatum
601,49540c74-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
602,4956faa6-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
603,4959ae86-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
604,495c51ae-401f-11e0-90ac-001f29e2923c,,50.0,Peckia,chrysostoma,-17.49028,-149.82639,peckia chrysostoma
605,495ef814-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
606,4961a424-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
607,496449f4-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
608,4966e5c4-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
609,49698356-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
610,496c3088-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
611,496ed0a4-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis,gracilipes,-16.81681,-151.39958,anoplolepis gracilipes
612,49760ef0-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium,bicarinatum,-16.81139,-151.41372,tetramorium bicarinatum
613,497e3c38-401f-11e0-90ac-001f29e2923c,,50.0,Balta,notulata,-17.49028,-149.82639,balta notulata
614,49d61480-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,pacificum,-16.81681,-151.39958,tetramorium pacificum
615,49de943e-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,pacificum,-16.81681,-151.39958,tetramorium pacificum
616,49e2b758-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,pacificum,-16.81681,-151.39958,tetramorium pacificum
617,49e6e2f6-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium,pacificum,-16.81681,-151.39958,tetramorium pacificum
618,8c236fa6-a2c5-11e4-8c9e-00248188a0be,250.0,350.0,Maruca,vitrata,-16.81681,-151.39958,maruca vitrata
619,4a704794-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
620,4a74678e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
621,4a7898b8-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
622,4a7cb70e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
623,4a89176a-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
624,4a8d5294-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
625,4a9172de-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
626,4a9592ba-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
627,4a99b3ae-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
628,4a9dd70e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
629,4aaa470a-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
630,4aae6682-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
631,4abd580e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
632,4ac18334-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
633,4ac5a946-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
634,4ac9dbce-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
635,4acdfdd0-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
636,4ad2214e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
637,4ad644b8-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.86119,-151.36031,drosophila ananassae
638,ee752132-5c57-11de-98cb-001f29e2923c,1207.0,1207.0,Telostylinus,lineolatus,-17.55056,-149.82222,telostylinus lineolatus
639,4b569816-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,melanogaster,-16.81806,-151.42444,drosophila melanogaster
640,4b5af578-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,melanogaster,-16.81806,-151.42444,drosophila melanogaster
641,4b5f35a2-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,melanogaster,-16.81806,-151.42444,drosophila melanogaster
642,4b637496-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,melanogaster,-16.81806,-151.42444,drosophila melanogaster
643,4b67bace-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
644,4b6bf576-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
645,4b6f57fc-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
646,4b74c322-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
647,4bc76db6-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
648,4bcb8c8e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
649,4bd52fbe-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
650,4bd95008-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
651,4bdd7570-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
652,4be193f8-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
653,4be5b1a4-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
654,4be9e0da-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
655,4bedfee0-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
656,4bf22394-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
657,4bf642da-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
658,4bfa65ea-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
659,4c02b4ca-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
660,4c06d546-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
661,4c0af39c-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
662,4c0f12a6-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
663,4c1343d0-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila,ananassae,-16.81806,-151.42444,drosophila ananassae
