,seq_num[ce],MinElevationMeters[ce],MaxElevationMeters[ce],ScientificName,Genus,SpecificEpithet
532,43d829d8-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
533,43dccad8-401f-11e0-90ac-001f29e2923c,,50.0,Ctenocephalides felis,Ctenocephalides,felis
534,43e14cca-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tapinoma melanocephalum,Tapinoma,melanocephalum
535,43e59cc6-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tapinoma melanocephalum,Tapinoma,melanocephalum
536,43eaccc8-401f-11e0-90ac-001f29e2923c,100.0,200.0,Tapinoma melanocephalum,Tapinoma,melanocephalum
537,43f055ee-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
538,43f495be-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
539,43f8d700-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
540,43fd05be-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
541,44012f72-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
542,440561a0-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
543,4409bc46-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
544,440dec76-401f-11e0-90ac-001f29e2923c,,50.0,Ctenocephalides felis,Ctenocephalides,felis
545,441295c8-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
546,4416cbd4-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
547,441b09a6-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
548,446e2212-401f-11e0-90ac-001f29e2923c,,50.0,Tapinoma melanocephalum,Tapinoma,melanocephalum
549,44926c9e-401f-11e0-90ac-001f29e2923c,,50.0,Tapinoma melanocephalum,Tapinoma,melanocephalum
550,4578fdd0-401f-11e0-90ac-001f29e2923c,,50.0,Acicnemis variegatus,Acicnemis,variegatus
551,45bb199a-401f-11e0-90ac-001f29e2923c,,50.0,Evania appendigaster,Evania,appendigaster
552,45e10722-401f-11e0-90ac-001f29e2923c,30.0,130.0,Ophiomyia lantanae,Ophiomyia,lantanae
553,45fd2c0e-401f-11e0-90ac-001f29e2923c,,50.0,Ornidia obesa,Ornidia,obesa
554,462ce78c-401f-11e0-90ac-001f29e2923c,,50.0,Polistes olivaceus,Polistes,olivaceus
555,465d2c30-401f-11e0-90ac-001f29e2923c,,50.0,Protaetia fusca,Protaetia,fusca
556,4690d152-401f-11e0-90ac-001f29e2923c,,50.0,Teleogryllus oceanicus,Teleogryllus,oceanicus
557,46a1818c-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
558,46a5aafa-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
559,46aa8412-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
560,46aebc1c-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
561,46b2f638-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
562,46b72104-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
563,46bb4766-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
564,46c3a906-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
565,46c7cf9a-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
566,46cbfe6c-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
567,46d02b4a-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
568,46d45a3a-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
569,46d893f2-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
570,46dcc01c-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
571,46e0e85e-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
572,46e50fce-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
573,46e94184-401f-11e0-90ac-001f29e2923c,200.0,400.0,Tetramorium pacificum,Tetramorium,pacificum
574,47629ad4-401f-11e0-90ac-001f29e2923c,410.0,510.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
575,476981be-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
576,476e2cc8-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
577,477281f6-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
578,4776be06-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
579,477b02cc-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
580,47836e44-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
581,47879622-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
582,478bbe1e-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
583,478ffa56-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
584,479448f4-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
585,4799f2f4-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
586,479e1ef6-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
587,47be3646-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
588,47c68a26-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
589,ee7509ae-5c57-11de-98cb-001f29e2923c,1160.0,1160.0,Hydrotetrix aspera,Hydrotetrix,aspera
590,ee750b3e-5c57-11de-98cb-001f29e2923c,1160.0,1160.0,Ornebius novarae,Ornebius,novarae
591,48180fea-401f-11e0-90ac-001f29e2923c,,50.0,Solenopsis geminata,Solenopsis,geminata
592,48a8d48a-401f-11e0-90ac-001f29e2923c,,50.0,Solenopsis geminata,Solenopsis,geminata
593,48e78c48-401f-11e0-90ac-001f29e2923c,,50.0,Solenopsis geminata,Solenopsis,geminata
594,492900f6-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
595,492d005c-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
596,4930c12e-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
597,4933c0c2-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
598,49366c78-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
599,49392850-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
600,493bc844-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
601,49540c74-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
602,4956faa6-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
603,4959ae86-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
604,495c51ae-401f-11e0-90ac-001f29e2923c,,50.0,Peckia chrysostoma,Peckia,chrysostoma
605,495ef814-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
606,4961a424-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
607,496449f4-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
608,4966e5c4-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
609,49698356-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
610,496c3088-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
611,496ed0a4-401f-11e0-90ac-001f29e2923c,250.0,350.0,Anoplolepis gracilipes,Anoplolepis,gracilipes
612,49760ef0-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
613,497e3c38-401f-11e0-90ac-001f29e2923c,,50.0,Balta notulata,Balta,notulata
614,49d61480-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium pacificum,Tetramorium,pacificum
615,49de943e-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium pacificum,Tetramorium,pacificum
616,49e2b758-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium pacificum,Tetramorium,pacificum
617,49e6e2f6-401f-11e0-90ac-001f29e2923c,250.0,350.0,Tetramorium pacificum,Tetramorium,pacificum
618,8c236fa6-a2c5-11e4-8c9e-00248188a0be,250.0,350.0,Maruca vitrata,Maruca,vitrata
619,4a704794-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
620,4a74678e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
621,4a7898b8-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
622,4a7cb70e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
623,4a89176a-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
624,4a8d5294-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
625,4a9172de-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
626,4a9592ba-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
627,4a99b3ae-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
628,4a9dd70e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
629,4aaa470a-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
630,4aae6682-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
631,4abd580e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
632,4ac18334-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
633,4ac5a946-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
634,4ac9dbce-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
635,4acdfdd0-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
636,4ad2214e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
637,4ad644b8-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
638,ee752132-5c57-11de-98cb-001f29e2923c,1207.0,1207.0,Telostylinus lineolatus,Telostylinus,lineolatus
639,4b569816-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila melanogaster,Drosophila,melanogaster
640,4b5af578-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila melanogaster,Drosophila,melanogaster
641,4b5f35a2-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila melanogaster,Drosophila,melanogaster
642,4b637496-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila melanogaster,Drosophila,melanogaster
643,4b67bace-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
644,4b6bf576-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
645,4b6f57fc-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
646,4b74c322-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
647,4bc76db6-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
648,4bcb8c8e-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
649,4bd52fbe-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
650,4bd95008-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
651,4bdd7570-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
652,4be193f8-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
653,4be5b1a4-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
654,4be9e0da-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
655,4bedfee0-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
656,4bf22394-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
657,4bf642da-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
658,4bfa65ea-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
659,4c02b4ca-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
660,4c06d546-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
661,4c0af39c-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
662,4c0f12a6-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
663,4c1343d0-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
664,4c176b40-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
665,4c1b8e32-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
666,4c1fbff2-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
667,4c23e0dc-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
668,4c2813a0-401f-11e0-90ac-001f29e2923c,,50.0,Drosophila ananassae,Drosophila,ananassae
669,4d7267e2-401f-11e0-90ac-001f29e2923c,,50.0,Catacanthus viridicatus,Catacanthus,viridicatus
670,4d9d9b74-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
671,4da5feae-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
672,4daa3280-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
673,4dae7322-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
674,4db67888-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
675,4dbacb7c-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
676,4dbdb512-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
677,4dc0888c-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
678,4dc654b0-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
679,4dc9435a-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
680,4dcef2dc-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
681,4dd1c232-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
682,4dd48db4-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
683,4dd76c96-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
684,4dda3994-401f-11e0-90ac-001f29e2923c,,50.0,Iridomyrmex anceps,Iridomyrmex,anceps
685,4ddd0a16-401f-11e0-90ac-001f29e2923c,,50.0,Tapinoma melanocephalum,Tapinoma,melanocephalum
686,ee753744-5c57-11de-98cb-001f29e2923c,1207.0,1207.0,Crossotarsus externedentatus,Crossotarsus,externedentatus
687,4e4f0f6c-401f-11e0-90ac-001f29e2923c,,50.0,Homalodisca vitripennis,Homalodisca,vitripennis
688,4e5fb736-401f-11e0-90ac-001f29e2923c,30.0,130.0,Piletocera signiferalis,Piletocera,signiferalis
689,4f16fe96-401f-11e0-90ac-001f29e2923c,,50.0,Pycnoscelus surinamensis,Pycnoscelus,surinamensis
690,4f1b4d0c-401f-11e0-90ac-001f29e2923c,,50.0,Pycnoscelus surinamensis,Pycnoscelus,surinamensis
691,4f1f7832-401f-11e0-90ac-001f29e2923c,,50.0,Pycnoscelus surinamensis,Pycnoscelus,surinamensis
692,494da5e4-989f-11e1-80b4-001f29e2923c,,,Xylosandrus crassiusculus,Xylosandrus,crassiusculus
693,f535ef26-27f2-11df-8033-001f29e2923c,,,Gyponana germari,Gyponana,germari
694,5017305e-401f-11e0-90ac-001f29e2923c,,50.0,Monomorium floricola,Monomorium,floricola
695,501f72e6-401f-11e0-90ac-001f29e2923c,,50.0,Monomorium floricola,Monomorium,floricola
696,50238be2-401f-11e0-90ac-001f29e2923c,,50.0,Monomorium floricola,Monomorium,floricola
697,50a353cc-401f-11e0-90ac-001f29e2923c,,50.0,Placosternus crinicomis,Placosternus,crinicomis
698,50ccb5f0-401f-11e0-90ac-001f29e2923c,750.0,850.0,Solenopsis geminata,Solenopsis,geminata
699,50d0d1f8-401f-11e0-90ac-001f29e2923c,,50.0,Ceresium unicolor,Ceresium,unicolor
700,50d50070-401f-11e0-90ac-001f29e2923c,750.0,850.0,Solenopsis geminata,Solenopsis,geminata
701,50d9388e-401f-11e0-90ac-001f29e2923c,750.0,850.0,Solenopsis geminata,Solenopsis,geminata
702,50dd5d24-401f-11e0-90ac-001f29e2923c,750.0,850.0,Solenopsis geminata,Solenopsis,geminata
703,50e17e04-401f-11e0-90ac-001f29e2923c,750.0,850.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
704,50e647ea-401f-11e0-90ac-001f29e2923c,750.0,850.0,Solenopsis geminata,Solenopsis,geminata
705,50ea8fee-401f-11e0-90ac-001f29e2923c,750.0,850.0,Solenopsis geminata,Solenopsis,geminata
706,50eec622-401f-11e0-90ac-001f29e2923c,750.0,850.0,Solenopsis geminata,Solenopsis,geminata
707,50f2e9d2-401f-11e0-90ac-001f29e2923c,750.0,850.0,Solenopsis geminata,Solenopsis,geminata
708,50f70e9a-401f-11e0-90ac-001f29e2923c,750.0,850.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
709,50fb33e4-401f-11e0-90ac-001f29e2923c,750.0,850.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
710,50fe07b8-401f-11e0-90ac-001f29e2923c,,50.0,Adoretus sinicus,Adoretus,sinicus
711,5100daba-401f-11e0-90ac-001f29e2923c,750.0,850.0,Tetramorium pacificum,Tetramorium,pacificum
712,511e3bf0-401f-11e0-90ac-001f29e2923c,,50.0,Pentalonia nigronervosa,Pentalonia,nigronervosa
713,ee81a7fe-5c57-11de-98cb-001f29e2923c,2.0,2.0,Carpophilus humeralis,Carpophilus,humeralis
714,51f6ffbc-401f-11e0-90ac-001f29e2923c,995.0,1095.0,Sitobion avenae,Sitobion,avenae
715,51f9db38-401f-11e0-90ac-001f29e2923c,995.0,1095.0,Sitobion avenae,Sitobion,avenae
716,51fcb29a-401f-11e0-90ac-001f29e2923c,995.0,1095.0,Sitobion avenae,Sitobion,avenae
717,51ff8b00-401f-11e0-90ac-001f29e2923c,995.0,1095.0,Sitobion avenae,Sitobion,avenae
718,52053a82-401f-11e0-90ac-001f29e2923c,995.0,1095.0,Sitobion avenae,Sitobion,avenae
719,5208224c-401f-11e0-90ac-001f29e2923c,995.0,1095.0,Sitobion avenae,Sitobion,avenae
720,52afb908-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
721,52b84f6e-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
722,52bc8034-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
723,52c07a22-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
724,52c32380-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
725,52c5ce3c-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
726,52c8788a-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
727,52d3869e-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
728,52d6554a-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
729,52d92806-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
730,52dc04c2-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
731,52dec022-401f-11e0-90ac-001f29e2923c,650.0,750.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
732,5304a0b2-401f-11e0-90ac-001f29e2923c,650.0,750.0,Cardiocondyla minutior,Cardiocondyla,minutior
733,5308c1ce-401f-11e0-90ac-001f29e2923c,650.0,750.0,Cardiocondyla minutior,Cardiocondyla,minutior
734,530ce7fe-401f-11e0-90ac-001f29e2923c,650.0,750.0,Cardiocondyla minutior,Cardiocondyla,minutior
735,531109b0-401f-11e0-90ac-001f29e2923c,650.0,750.0,Cardiocondyla minutior,Cardiocondyla,minutior
736,531447d8-401f-11e0-90ac-001f29e2923c,650.0,750.0,Cardiocondyla minutior,Cardiocondyla,minutior
737,5319c794-401f-11e0-90ac-001f29e2923c,650.0,750.0,Cardiocondyla minutior,Cardiocondyla,minutior
738,53324ba2-401f-11e0-90ac-001f29e2923c,,50.0,Homalodisca vitripennis,Homalodisca,vitripennis
739,53505872-401f-11e0-90ac-001f29e2923c,,50.0,Telostylinus lineolatus,Telostylinus,lineolatus
740,53b82b78-401f-11e0-90ac-001f29e2923c,,50.0,Homalodisca vitripennis,Homalodisca,vitripennis
741,53e39272-401f-11e0-90ac-001f29e2923c,,50.0,Pantala flavescens,Pantala,flavescens
742,53ec8206-401f-11e0-90ac-001f29e2923c,,50.0,Tropidomantis tenera,Tropidomantis,tenera
743,53f53ab8-401f-11e0-90ac-001f29e2923c,,50.0,Nezara viridula,Nezara,viridula
744,53f839b6-401f-11e0-90ac-001f29e2923c,,50.0,Acicnemis variegatus,Acicnemis,variegatus
745,5439831c-401f-11e0-90ac-001f29e2923c,,50.0,Adoretus sinicus,Adoretus,sinicus
746,543f324e-401f-11e0-90ac-001f29e2923c,,50.0,Periplaneta australasiae,Periplaneta,australasiae
747,544209ba-401f-11e0-90ac-001f29e2923c,,50.0,Periplaneta australasiae,Periplaneta,australasiae
748,5444de88-401f-11e0-90ac-001f29e2923c,,50.0,Ceresium unicolor,Ceresium,unicolor
749,544d730e-401f-11e0-90ac-001f29e2923c,,50.0,Aegomorphus quadrigibbus,Aegomorphus,quadrigibbus
750,545d16e2-401f-11e0-90ac-001f29e2923c,,50.0,Teleogryllus oceanicus,Teleogryllus,oceanicus
751,5469b01e-401f-11e0-90ac-001f29e2923c,,50.0,Thalassodes pilaria,Thalassodes,pilaria
752,546dee86-401f-11e0-90ac-001f29e2923c,,50.0,Achaea janata,Achaea,janata
753,54880f32-401f-11e0-90ac-001f29e2923c,,50.0,Adoretus sinicus,Adoretus,sinicus
754,5499490a-401f-11e0-90ac-001f29e2923c,,50.0,Polistes olivaceus,Polistes,olivaceus
755,54f22200-401f-11e0-90ac-001f29e2923c,,50.0,Aedes aegypti,Aedes,aegypti
756,54f50024-401f-11e0-90ac-001f29e2923c,,50.0,Chasmina tibialis,Chasmina,tibialis
757,54f7da1a-401f-11e0-90ac-001f29e2923c,,50.0,Achaea janata,Achaea,janata
758,54fd9428-401f-11e0-90ac-001f29e2923c,,50.0,Evania appendigaster,Evania,appendigaster
759,55035a2a-401f-11e0-90ac-001f29e2923c,,50.0,Hermetia illucens,Hermetia,illucens
760,5506342a-401f-11e0-90ac-001f29e2923c,,50.0,Piletocera signiferalis,Piletocera,signiferalis
761,550becbc-401f-11e0-90ac-001f29e2923c,,50.0,Hermetia illucens,Hermetia,illucens
762,551d1550-401f-11e0-90ac-001f29e2923c,,50.0,Adoretus sinicus,Adoretus,sinicus
763,5522beb0-401f-11e0-90ac-001f29e2923c,,50.0,Zizina labradus,Zizina,labradus
764,5532b8ce-401f-11e0-90ac-001f29e2923c,,50.0,Balta notulata,Balta,notulata
765,55358dd8-401f-11e0-90ac-001f29e2923c,,50.0,Balta notulata,Balta,notulata
766,553e0c7e-401f-11e0-90ac-001f29e2923c,,50.0,Simodactylus cinnamomeus,Simodactylus,cinnamomeus
767,5540eff2-401f-11e0-90ac-001f29e2923c,,50.0,Culex pipiens,Culex,pipiens
768,554699de-401f-11e0-90ac-001f29e2923c,,50.0,Adoretus sinicus,Adoretus,sinicus
769,554c4960-401f-11e0-90ac-001f29e2923c,,50.0,Balta notulata,Balta,notulata
770,5551f3a6-401f-11e0-90ac-001f29e2923c,,50.0,Scholastes lonchifer,Scholastes,lonchifer
771,ee74ff86-5c57-11de-98cb-001f29e2923c,485.0,485.0,Litargus vestitus,Litargus,vestitus
772,55d078e8-401f-11e0-90ac-001f29e2923c,,50.0,Tetramorium bicarinatum,Tetramorium,bicarinatum
773,55e9bd3a-401f-11e0-90ac-001f29e2923c,,50.0,Styringomyia didyma,Styringomyia,didyma
774,55edfb16-401f-11e0-90ac-001f29e2923c,,50.0,Utetheisa pulchelloides,Utetheisa,pulchelloides
775,560c1f60-401f-11e0-90ac-001f29e2923c,,50.0,Polistes olivaceus,Polistes,olivaceus
776,56108b22-401f-11e0-90ac-001f29e2923c,,50.0,Acicnemis variegatus,Acicnemis,variegatus
